VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,trip_time
1,2015-01-08 22:46:24,2015-01-08 22:50:01,2,0.8,-73.9863739013672,40.7598533630371,1,N,-73.9826965332031,40.7690238952637,2,5,0.5,0.5,0,0,6.3,5015
2,2015-01-08 22:46:24,2015-01-08 23:00:59,1,2.57,-73.9761505126953,40.7512817382812,1,N,-74.0076065063477,40.7408790588379,1,11.5,0.5,0.5,2.4,0,15.2,5344875
1,2015-01-08 22:46:25,2015-01-08 22:58:29,1,2,-73.9972839355469,40.7368774414063,1,N,-73.9739685058594,40.7490997314453,1,10,0.5,0.5,2.26,0,13.56,3345479
2,2015-01-08 22:46:25,2015-01-08 22:50:48,1,0.5,-73.9642868041992,40.7755661010742,1,N,-73.9615325927734,40.7714080810547,2,4.5,0.5,0.5,0,0,5.8,893948
2,2015-01-08 22:46:25,2015-01-08 22:47:59,1,0.52,-73.9508743286133,40.7747383117676,1,N,-73.954719543457,40.779224395752,2,3.5,0.5,0.5,0,0,4.8,36879
2,2015-01-08 22:46:26,2015-01-08 22:49:29,1,0.44,-73.9917526245117,40.7295417785645,1,N,-73.9938583374024,40.7265357971191,2,4,0.5,0.5,0,0,5.3,37874362
2,2015-01-08 22:46:26,2015-01-08 22:54:20,1,1.46,-73.9872283935547,40.735897064209,1,N,-73.9976196289063,40.7208633422852,1,7.5,0.5,0.5,1,0,9.8,459479764
2,2015-01-08 22:46:27,2015-01-08 22:53:15,1,0.93,-73.9932632446289,40.7521095275879,1,N,-73.9855422973633,40.7555503845215,2,6.5,0.5,0.5,0,0,7.8,84870
1,2015-01-08 22:46:28,2015-01-08 22:49:46,1,0.7,0,0,1,N,0,0,1,4.5,0.5,0.5,1.16,0,6.96,858
1,2015-01-08 22:45:42,2015-01-08 23:01:02,1,2.6,-73.9778060913086,40.7521553039551,1,N,-74.0083923339844,40.7326622009277,1,12,0.5,0.5,2.65,0,15.95,5016
2,2015-01-08 22:45:43,2015-01-08 23:06:21,1,4.1,-73.9883193969727,40.7642593383789,1,N,-73.9779968261719,40.7252006530762,1,16.5,0.5,0.5,3.4,0,21.2,5344876
2,2015-01-08 22:45:43,2015-01-08 22:47:28,1,0.45,-74.0138854980469,40.7065773010254,1,N,-74.0102844238281,40.7119140625,1,3.5,0.5,0.5,0.8,0,5.6,5013
2,2015-01-08 22:45:43,2015-01-08 22:51:59,5,0.98,-73.9823303222656,40.7618713378906,1,N,-73.9713821411133,40.7629013061523,2,6,0.5,0.5,0,0,7.3,5344873
2,2015-01-08 22:45:44,2015-01-08 22:55:48,1,2.37,0,0,1,N,0,0,1,10,0.5,0.5,2.62,0,13.92,3345477
1,2015-01-08 22:45:44,2015-01-08 22:55:59,1,2.3,-73.9862213134766,40.7670822143555,1,N,-74.0046234130859,40.7375411987305,1,10,0.5,0.5,1.5,0,12.8,893946
2,2015-01-08 22:45:42,2015-01-08 23:07:40,1,5.52,-73.9932403564453,40.7200393676758,1,N,-73.9934005737305,40.6604995727539,1,20.5,0.5,0.5,5.25,0,27.05,36877
2,2015-01-08 22:45:45,2015-01-08 22:53:57,1,2.76,-73.9801330566406,40.7602157592774,1,N,-73.9506912231445,40.7831153869629,1,10,0.5,0.5,1,0,12.3,37874360
2,2015-01-08 22:45:45,2015-01-08 22:51:56,5,1.45,-74.0053787231445,40.7506217956543,1,N,-73.9815063476563,40.7411689758301,1,6.5,0.5,0.5,1.4,0,9.2,459479762
2,2015-01-08 22:45:46,2015-01-08 22:52:24,1,1.6,-73.9709167480469,40.7582168579102,1,N,-73.9534912109375,40.7649955749512,2,7,0.5,0.5,0,0,8.3,84868
2,2015-01-08 22:45:47,2015-01-08 22:51:46,1,0.84,-73.9822845458984,40.7427177429199,1,N,-73.9723510742188,40.7465972900391,1,6,0.5,0.5,1.3,0,8.6,856
1,2015-01-08 22:45:47,2015-01-08 22:56:13,2,2.4,-73.9923553466797,40.7244491577148,1,N,-73.9695053100586,40.7519760131836,1,10.5,0.5,0.5,1.5,0,13.3,5014
1,2015-01-08 22:45:48,2015-01-08 22:52:45,4,1.4,-73.9851226806641,40.758472442627,1,N,-73.9813537597656,40.7438735961914,2,7,0.5,0.5,0,0,8.3,5344874
1,2015-01-08 22:45:49,2015-01-08 22:53:46,1,1.1,-73.9945831298828,40.7505798339844,1,N,-73.9782409667969,40.7530975341797,1,7.5,0.5,0.5,5,0,13.8,3345478
2,2015-01-08 22:45:49,2015-01-08 23:11:04,6,5.69,-73.9854202270508,40.7382926940918,1,N,-73.9647064208984,40.8034210205078,1,21.5,0.5,0.5,1,0,23.8,893947
1,2015-01-08 22:45:50,2015-01-08 22:56:33,1,2.2,-73.9674530029297,40.7528762817383,1,N,-73.9799041748047,40.7308883666992,1,10,0.5,0.5,1,0,12.3,36878
2,2015-01-08 22:45:48,2015-01-08 22:55:56,2,1.86,-73.9889526367188,40.7219657897949,1,N,-73.9944152832031,40.7411155700684,2,9,0.5,0.5,0,0,10.3,37874361
1,2015-01-08 22:45:48,2015-01-08 23:06:05,2,4.4,-73.9906158447266,40.7508163452148,1,N,-73.9551391601563,40.8046340942383,1,18,0.5,0.5,3.85,0,23.15,459479763
2,2015-01-08 22:45:51,2015-01-08 22:53:49,1,1.36,-73.982536315918,40.7231483459473,1,N,-73.9988021850586,40.7341918945312,1,7.5,0.5,0.5,2,0,10.8,84869
2,2015-01-08 22:45:51,2015-01-08 22:55:25,2,1.93,-73.9917602539063,40.7539405822754,1,N,-74.0041656494141,40.7314071655273,2,9,0.5,0.5,0,0,10.3,857
2,2015-01-08 22:45:52,2015-01-08 23:09:32,2,4.82,-74.0017929077149,40.7351760864258,1,N,-73.965217590332,40.6867485046387,1,19.5,0.5,0.5,4,0,24.8,5015
2,2015-01-08 22:45:53,2015-01-08 23:03:47,1,5.64,-73.9531097412109,40.8229217529297,1,N,-73.9837188720703,40.7703590393066,1,20,0.5,0.5,4.1,0,25.4,5344875
2,2015-01-08 22:45:54,2015-01-08 23:01:20,1,5.44,-74.0104141235352,40.7202110290527,1,N,-73.9788665771484,40.7873382568359,1,18,0.5,0.5,3.7,0,23,3345479
2,2015-01-08 22:45:54,2015-01-08 22:51:17,4,0.95,-73.9942092895508,40.7461776733399,1,N,-73.9789886474609,40.7395820617676,1,5.5,0.5,0.5,1.2,0,8,893948
1,2015-01-08 22:45:55,2015-01-08 22:57:30,1,2.1,-73.9324951171875,40.6934967041016,1,N,-73.9337158203125,40.6710166931152,1,10,0.5,0.5,2.25,0,13.55,36879
1,2015-01-08 22:45:55,2015-01-08 23:00:57,1,5.6,-73.984748840332,40.7321853637695,1,N,-73.9896240234375,40.6864242553711,2,17.5,0.5,0.5,0,0,18.8,37874362
2,2015-01-08 22:45:56,2015-01-08 22:54:26,3,1.26,-74.0075912475586,40.7458076477051,1,N,-73.9947814941406,40.750373840332,1,7.5,0.5,0.5,0,0,8.8,459479764
2,2015-01-08 22:45:56,2015-01-08 23:01:19,1,6.15,-73.98974609375,40.7416687011719,1,N,-73.9851303100586,40.6893844604492,1,20,0.5,0.5,0,0,21.3,84870
1,2015-01-08 22:45:56,2015-01-08 23:00:04,1,2.5,-73.9744186401367,40.7507247924805,1,N,-74.0053863525391,40.7392654418945,1,12,0.5,0.5,2.25,0,15.55,858
2,2015-01-08 22:45:56,2015-01-08 22:53:35,6,0.92,-73.9835510253906,40.7681465148926,1,N,-73.9910125732422,40.7635345458984,1,6.5,0.5,0.5,2.1,0,9.9,5016
2,2015-01-08 22:45:57,2015-01-08 22:47:36,1,0.41,-73.9550170898437,40.7791481018066,1,N,-73.9511795043945,40.7824821472168,2,3.5,0.5,0.5,0,0,4.8,5344876
2,2015-01-08 22:45:57,2015-01-08 23:07:21,2,13.44,-74.0060119628906,40.7065582275391,1,N,-73.8222351074219,40.7234535217285,1,37.5,0.5,0.5,5,0,43.8,3345480
2,2015-01-08 22:45:57,2015-01-08 22:57:56,1,1.27,-73.9886016845703,40.7600402832031,1,N,-73.9934234619141,40.7456169128418,2,9,0.5,0.5,0,0,10.3,893949
1,2015-01-08 22:45:58,2015-01-08 22:52:04,1,0.9,-73.9893264770508,40.7357025146484,1,N,-73.9819412231445,40.7283210754395,1,6,0.5,0.5,1.4,0,8.7,36880
2,2015-01-08 22:45:58,2015-01-08 23:03:32,1,4.15,-74.0051498413086,40.7193565368652,1,N,-73.9850692749023,40.6736602783203,1,16,0.5,0.5,4.95,0,22.25,37874363
2,2015-01-08 22:45:59,2015-01-08 22:55:57,1,2.54,-74.0014266967773,40.7501678466797,1,N,-73.9711837768555,40.7603874206543,1,10,0.5,0.5,0,0,11.3,459479765
1,2015-01-08 22:45:59,2015-01-08 23:00:29,1,3.7,-73.9945831298828,40.7195587158203,1,N,-74.0026779174805,40.760669708252,1,14,0.5,0.5,3.8,0,19.1,84871
1,2015-01-08 22:46:00,2015-01-08 22:55:04,1,1.5,-73.9803924560547,40.7305145263672,1,N,-73.9887619018555,40.7442092895508,1,8,0.5,0.5,1.85,0,11.15,859
2,2015-01-08 22:46:00,2015-01-08 22:54:01,1,2.16,-73.9833908081055,40.765380859375,1,N,-73.9652862548828,40.7919921875,1,9,0.5,0.5,1.9,0,12.2,5017
1,2015-01-08 22:46:01,2015-01-08 23:04:10,1,9,-73.8636627197266,40.7697677612305,1,N,-73.9532928466797,40.772575378418,1,26,0.5,0.5,6.46,5.33,39.09,5344877
1,2015-01-08 22:46:01,2015-01-08 22:59:58,1,3.3,-73.9948883056641,40.7500839233398,1,N,-73.9601593017578,40.7789001464844,1,13,0.5,0.5,2.44,0,16.74,5014
2,2015-01-08 22:44:55,2015-01-08 22:49:27,4,1.25,-73.9774780273438,40.7842102050781,1,N,-73.9654922485352,40.793025970459,1,6,0.5,0.5,1.3,0,8.6,5344874
2,2015-01-08 22:44:56,2015-01-08 22:53:47,5,0.6,-73.9886474609375,40.7272415161133,1,N,-73.9877014160156,40.7212791442871,1,7,0.5,0.5,1.5,0,9.8,3345478
1,2015-01-08 22:44:56,2015-01-08 22:51:25,3,1.1,-73.9858703613281,40.7589378356934,1,N,-73.9738998413086,40.7644233703613,2,6.5,0.5,0.5,0,0,7.8,893947
2,2015-01-08 22:44:57,2015-01-08 22:49:46,1,1.34,-73.9687194824219,40.7578582763672,1,N,-73.9534378051758,40.7693595886231,2,6.5,0.5,0.5,0,0,7.8,36878
1,2015-01-08 22:44:57,2015-01-08 22:51:38,1,1.5,-73.9716491699219,40.6919975280762,1,N,-73.9828033447266,40.7021522521973,1,7.5,0.5,0.5,1.5,0,10.3,37874361
2,2015-01-08 22:44:57,2015-01-08 22:54:11,6,1.85,-73.9956817626953,40.7234115600586,1,N,-73.9813079833984,40.7467918395996,1,8.5,0.5,0.5,1.8,0,11.6,459479763
1,2015-01-08 22:44:58,2015-01-08 22:52:31,1,1.2,-73.9813995361328,40.7369766235352,1,N,-73.9849243164062,40.7241439819336,2,7,0.5,0.5,0,0,8.3,84869
1,2015-01-08 22:44:58,2015-01-08 22:54:33,1,2,-73.9826583862305,40.7715187072754,1,N,-73.9552230834961,40.7656784057617,1,9,0.5,0.5,2.05,0,12.35,857
1,2015-01-08 22:44:59,2015-01-08 23:04:17,2,10.3,-73.9855575561523,40.7680778503418,1,N,-73.918098449707,40.8768081665039,1,30,0.5,0.5,6.7,2.44,40.44,5015
2,2015-01-08 22:44:59,2015-01-08 22:51:55,1,1.82,-73.9708862304687,40.7553901672363,1,N,-73.950927734375,40.7691230773926,1,7.5,0.5,0.5,1.6,0,10.4,5344875
1,2015-01-08 22:44:59,2015-01-08 22:52:22,2,1.3,-73.9533843994141,40.7759056091309,1,N,-73.9504928588867,40.7890434265137,2,7,0.5,0.5,0,0,8.3,3345479
1,2015-01-08 22:45:00,2015-01-08 22:58:44,1,3.7,-73.9902877807617,40.7514266967773,1,N,-74.0089874267578,40.7068176269531,1,13,0.5,0.5,2.86,0,17.16,893948
2,2015-01-08 22:45:01,2015-01-08 22:52:05,4,1.03,-74.0024185180664,40.7334594726563,1,N,-73.9871368408203,40.7299270629883,2,6.5,0.5,0.5,0,0,7.8,36879
1,2015-01-08 22:45:01,2015-01-08 22:52:20,1,1,-74.0041275024414,40.7478370666504,1,N,-74.0023040771484,40.760425567627,1,7,0.5,0.5,0,0,8.3,37874362
1,2015-01-08 22:45:02,2015-01-08 22:53:52,2,1.1,-73.9861221313477,40.7621231079102,1,N,-73.9946746826172,40.7536773681641,2,7.5,0.5,0.5,0,0,8.8,459479764
1,2015-01-08 22:45:03,2015-01-08 23:11:30,2,5.6,-74.0067138671875,40.7304611206055,1,Y,-73.9474258422852,40.7802276611328,1,21.5,0.5,0.5,4.55,0,27.35,84870
2,2015-01-08 22:45:00,2015-01-08 22:53:28,2,2.03,-73.9879913330078,40.7319602966309,1,N,-73.9688415527344,40.7544784545898,1,8.5,0.5,0.5,1.8,0,11.6,858
1,2015-01-08 22:45:04,2015-01-08 23:03:54,1,4.7,-73.9870758056641,40.7204818725586,1,N,-73.9810028076172,40.7631759643555,2,18,0.5,0.5,0,0,19.3,5016
2,2015-01-08 22:45:04,2015-01-08 22:51:15,1,1.18,-73.9926528930664,40.7376556396484,1,N,-74.0026397705078,40.7302742004395,1,6.5,0.5,0.5,1.4,0,9.2,5344876
2,2015-01-08 22:45:05,2015-01-08 22:52:49,5,1.77,-73.9738922119141,40.7630577087402,1,N,-73.9900360107422,40.7434120178223,1,8,0.5,0.5,1.5,0,10.8,3345480
2,2015-01-08 22:45:05,2015-01-08 22:48:29,1,1.13,-73.9867324829102,40.7397155761719,1,N,-73.9957275390625,40.7266082763672,1,5.5,0.5,0.5,1.8,0,8.6,893949
2,2015-01-08 22:45:06,2015-01-08 22:54:54,1,1.7,-73.9901275634766,40.6872520446777,1,N,-73.962028503418,40.6787567138672,1,9,0.5,0.5,2.38,0,12.68,36880
2,2015-01-08 22:45:06,2015-01-08 22:49:09,2,1.16,-73.9683990478516,40.7550811767578,1,N,-73.9789581298828,40.7404289245605,1,5.5,0.5,0.5,1,0,7.8,37874363
2,2015-01-08 22:45:07,2015-01-08 22:53:19,4,2.39,-73.9786529541016,40.7297286987305,1,N,-73.9659194946289,40.7580032348633,1,9.5,0.5,0.5,2,0,12.8,459479765
2,2015-01-08 22:45:08,2015-01-08 22:55:45,1,2.26,-73.9553527832031,40.7666854858398,1,N,-73.987060546875,40.7661590576172,1,10,0.5,0.5,1.7,0,13,84871
1,2015-01-08 22:45:08,2015-01-08 22:58:38,1,2.4,-73.9836044311523,40.7380867004395,1,N,-74.0027465820313,40.7605781555176,1,11.5,0.5,0.5,0,0,12.8,859
1,2015-01-08 22:45:08,2015-01-08 23:21:38,1,13.4,-73.9874038696289,40.7693290710449,1,N,-73.9655151367188,40.6370620727539,1,41.5,0.5,0.5,10.7,0,53.5,5017
2,2015-01-08 22:45:09,2015-01-08 22:54:25,6,1.98,-73.9751815795898,40.7611923217773,1,N,-73.9863052368164,40.7376976013184,1,9,0.5,0.5,2.38,0,12.68,5344877
1,2015-01-08 22:45:10,2015-01-08 22:56:57,1,3,-73.9900054931641,40.7293586730957,1,N,-73.9623641967773,40.7631568908691,1,11.5,0.5,0.5,2.56,0,15.36,3345481
1,2015-01-08 22:45:11,2015-01-08 22:47:34,1,0.4,-73.9839401245117,40.7436027526856,1,N,-73.9892807006836,40.7397842407227,1,4,0.5,0.5,1,0,6.3,893950
1,2015-01-08 22:45:13,2015-01-08 23:02:15,1,3.5,-73.9940185546875,40.7461242675781,1,N,-73.9801635742188,40.7140197753906,2,14.5,0.5,0.5,0,0,15.8,36881
2,2015-01-08 22:45:13,2015-01-08 22:57:14,5,3.08,-73.9786605834961,40.7527809143066,1,N,-73.9483947753906,40.7847595214844,1,12,0.5,0.5,3.75,0,17.05,37874364
2,2015-01-08 22:45:13,2015-01-08 23:14:08,1,15.87,-73.7835464477539,40.6486778259277,1,N,-73.943115234375,40.7160987854004,1,45.5,0.5,0.5,5,0,51.8,459479766
2,2015-01-08 22:45:10,2015-01-08 22:51:25,6,0.93,-73.9803466796875,40.7652053833008,1,N,-73.9663848876953,40.7606658935547,1,6,0.5,0.5,1.3,0,8.6,84872
2,2015-01-08 22:45:14,2015-01-08 23:01:25,1,2.89,-74.0011596679688,40.7618789672852,1,N,-73.960090637207,40.7619590759277,1,13.5,0.5,0.5,2.8,0,17.6,860
1,2015-01-08 22:45:15,2015-01-08 22:57:04,1,2.8,-73.9775619506836,40.7592391967773,1,N,-73.9767761230469,40.7926750183106,2,11.5,0.5,0.5,0,0,12.8,5018
2,2015-01-08 22:45:15,2015-01-08 23:05:40,2,8.16,-73.9650115966797,40.8014335632324,1,N,-73.9887847900391,40.7192192077637,1,24.5,0.5,0.5,4,0,29.8,5344878
2,2015-01-08 22:45:15,2015-01-08 22:53:04,1,4.01,-73.9812622070312,40.7206726074219,1,N,-73.9546737670898,40.7655868530273,1,13,0.5,0.5,2.7,0,17,5015
2,2015-01-08 22:45:15,2015-01-08 22:54:04,1,1.61,-73.9843673706055,40.7643013000488,1,N,-73.9744491577148,40.7789497375488,2,8,0.5,0.5,0,0,9.3,5344875
2,2015-01-08 22:45:17,2015-01-08 22:49:50,3,0.8,-73.996337890625,40.7235908508301,1,N,-73.9852752685547,40.7244606018066,1,5.5,0.5,0.5,1.2,0,8,3345479
1,2015-01-08 22:45:18,2015-01-08 23:10:15,1,10.7,-74.0071792602539,40.7052230834961,1,N,-73.9561080932617,40.5923004150391,1,31.5,0.5,0.5,3.5,0,36.3,893948
1,2015-01-08 22:46:02,2015-01-08 23:05:18,1,4,-74.0022964477539,40.7387466430664,1,N,-73.9802703857422,40.7856101989746,1,16.5,0.5,0.5,1.5,0,19.3,36879
2,2015-01-08 22:46:02,2015-01-08 22:53:29,4,1.49,-74.0008926391602,40.7408485412598,1,N,-73.9824371337891,40.747688293457,1,7.5,0.5,0.5,1.6,0,10.4,37874362
1,2015-01-08 22:46:03,2015-01-08 22:55:17,1,1.7,-74.0057983398438,40.7509307861328,1,N,-73.9850082397461,40.7363204956055,1,8.5,0.5,0.5,1.95,0,11.75,459479764
2,2015-01-08 22:46:01,2015-01-08 22:59:42,1,2.84,-73.9788131713867,40.7623596191406,1,N,-73.9546966552734,40.7695198059082,1,12,0.5,0.5,1.5,0,14.8,84870
2,2015-01-08 22:46:04,2015-01-08 23:04:54,1,4.1,-73.9821548461914,40.7679901123047,1,N,-74.003776550293,40.717227935791,1,16.5,0.5,0.5,2,0,19.8,858
1,2015-01-08 22:46:05,2015-01-09 00:11:42,1,33,-73.978515625,40.744800567627,5,N,-73.8109359741211,40.9812240600586,3,0,0,0,0,0,0.3,5016
2,2015-01-08 22:46:06,2015-01-08 22:52:00,1,1.51,-73.9531784057617,40.7828979492188,1,N,-73.974723815918,40.7875671386719,1,7,0.5,0.5,1.5,0,9.8,5344876
2,2015-01-08 22:46:06,2015-01-08 22:55:21,1,1.98,-73.9820098876953,40.7667465209961,1,N,-73.9570770263672,40.7716217041016,1,9,0.5,0.5,1.5,0,11.8,3345480
1,2015-01-08 22:46:07,2015-01-08 22:54:27,1,1.7,-73.9879989624023,40.758243560791,1,N,-73.9875183105469,40.7397842407227,1,8,0.5,0.5,1.85,0,11.15,893949
1,2015-01-08 22:46:07,2015-01-08 23:03:52,2,3.8,-73.9907684326172,40.7508125305176,1,N,-73.952751159668,40.7859840393066,2,15.5,0.5,0.5,0,0,16.8,36880
2,2015-01-08 22:46:08,2015-01-08 23:09:37,6,5.9,-73.9879608154297,40.7535629272461,1,N,-73.9624633789063,40.7199058532715,1,21,0.5,0.5,4.3,0,26.6,37874363
1,2015-01-08 22:46:09,2015-01-08 22:58:07,1,4.5,-73.9874038696289,40.7197303771973,1,N,-73.9558486938477,40.7668800354004,1,15.5,0.5,0.5,3.35,0,20.15,459479765
1,2015-01-08 22:46:10,2015-01-08 23:04:43,3,4.4,-73.985481262207,40.7268295288086,1,N,-73.9884948730469,40.7689971923828,2,16.5,0.5,0.5,0,0,17.8,84871
2,2015-01-08 22:46:11,2015-01-08 22:58:59,1,3.72,-73.9763412475586,40.7650527954102,1,N,-73.9343338012695,40.7667198181152,2,13.5,0.5,0.5,0,0,14.8,859
1,2015-01-08 22:46:11,2015-01-08 22:48:14,1,0.4,-73.9865570068359,40.7615966796875,1,N,-73.9825668334961,40.7669982910156,2,3.5,0.5,0.5,0,0,4.8,5017
1,2015-01-08 22:46:12,2015-01-08 22:56:06,1,3.4,-73.9773406982422,40.7842712402344,1,N,-73.9409027099609,40.8067512512207,1,11.5,0.5,0.5,3.2,0,16,5344877
2,2015-01-08 22:46:13,2015-01-08 22:59:30,6,2.63,-74.0023422241211,40.7343101501465,1,N,-73.9733428955078,40.7519683837891,2,11.5,0.5,0.5,0,0,12.8,3345481
2,2015-01-08 22:46:13,2015-01-08 22:57:57,1,2.19,-73.9650955200195,40.7592086791992,1,N,-73.9772186279297,40.77685546875,1,10.5,0.5,0.5,2.2,0,14,893950
2,2015-01-08 22:46:14,2015-01-08 23:01:49,4,3.55,-73.9787521362305,40.7599067687988,1,N,-73.9967727661133,40.7221374511719,1,13.5,0.5,0.5,2.8,0,17.6,36881
1,2015-01-08 22:46:15,2015-01-08 23:13:31,1,5.7,-73.9907989501953,40.7487716674805,1,N,-73.9154891967773,40.7605171203613,1,22.5,0.5,0.5,7.14,0,30.94,37874364
2,2015-01-08 22:46:15,2015-01-08 22:55:49,2,3.32,-73.9836273193359,40.7467613220215,1,N,-73.9537734985352,40.7876815795899,2,11.5,0.5,0.5,0,0,12.8,459479766
2,2015-01-08 22:46:16,2015-01-08 22:56:18,5,2.31,-73.9692687988281,40.785343170166,1,N,-73.963249206543,40.7621231079102,2,10,0.5,0.5,0,0,11.3,84872
1,2015-01-08 22:46:17,2015-01-08 22:50:14,1,0.8,-73.9829635620117,40.7564849853516,1,N,-73.9966430664063,40.7582664489746,2,5,0.5,0.5,0,0,6.3,860
1,2015-01-08 22:46:17,2015-01-08 22:55:18,2,2.3,-73.983528137207,40.7552261352539,1,N,-74.005485534668,40.7401123046875,1,9,0.5,0.5,2.05,0,12.35,5018
2,2015-01-08 22:46:18,2015-01-08 22:55:28,1,1.09,-73.9753341674805,40.7553634643555,1,N,-73.9936752319336,40.7620353698731,1,7.5,0.5,0.5,1,0,9.8,5344878
2,2015-01-08 22:46:18,2015-01-08 22:56:01,1,1.52,-73.9879150390625,40.7311096191406,1,N,-74.0071792602539,40.7399406433106,1,8,0.5,0.5,1.7,0,11,3345482
1,2015-01-08 22:46:18,2015-01-08 23:17:58,1,6.8,-73.9476547241211,40.7751770019531,1,N,-73.9344787597656,40.7054214477539,2,25.5,0.5,0.5,0,0,26.8,893951
1,2015-01-08 22:46:19,2015-01-08 22:59:37,1,3.5,-73.9945602416992,40.7399253845215,1,N,-73.9590530395508,40.7713813781738,1,13,0.5,0.5,2,0,16.3,36882
2,2015-01-08 22:46:20,2015-01-08 22:54:58,1,3.62,-73.7825241088867,40.6445922851563,1,N,-73.8060684204102,40.6657218933106,2,12.5,0.5,0.5,0,0,13.8,37874365
2,2015-01-08 22:46:20,2015-01-08 22:47:13,1,0.29,-73.9557037353516,40.7766532897949,1,N,-73.9533920288086,40.7795906066895,2,3,0.5,0.5,0,0,4.3,459479767
2,2015-01-08 22:46:22,2015-01-08 22:49:44,1,0.55,-73.9816360473633,40.7588310241699,1,N,-73.9778137207031,40.753231048584,2,4,0.5,0.5,0,0,5.3,84873
1,2015-01-08 22:46:23,2015-01-08 23:01:05,1,3.7,-73.9831848144531,40.6775894165039,1,N,-73.9831848144531,40.6775894165039,1,13.5,0.5,0.5,2.96,0,17.76,861
1,2015-01-08 22:46:24,2015-01-08 22:53:50,2,1.6,-73.9906768798828,40.7451553344727,1,N,-73.9867782592773,40.7348823547363,1,7.5,0.5,0.5,1,0,9.8,5019
2,2015-01-08 22:46:24,2015-01-08 23:17:16,2,12.38,-73.9083099365234,40.7710418701172,1,N,-74.0059204101563,40.706298828125,2,38,0.5,0.5,0,0,39.3,5344879
1,2015-01-08 22:46:25,2015-01-08 22:52:41,1,1.3,-74.0084533691406,40.7197914123535,1,N,-74.0087509155273,40.7376136779785,1,7,0.5,0.5,1.66,0,9.96,5016
2,2015-01-08 22:46:25,2015-01-08 22:51:20,2,1.52,-73.9920883178711,40.7697296142578,1,N,-73.9753189086914,40.7821884155274,2,6.5,0.5,0.5,0,0,7.8,5344876
1,2015-01-08 22:46:25,2015-01-08 23:01:35,1,8.2,-73.8729934692383,40.7739181518555,1,N,-73.9801254272461,40.744743347168,2,24,0.5,0.5,0,5.33,30.63,3345480
1,2015-01-08 22:46:26,2015-01-08 23:03:34,1,7.7,-74.0179595947266,40.6310195922852,1,N,-73.9877777099609,40.5852966308594,1,21.5,0.5,0.5,0,0,22.8,893949
2,2015-01-08 22:46:26,2015-01-08 23:09:39,2,5.17,-74.007682800293,40.7406997680664,1,N,-73.9557647705078,40.7778663635254,1,19.5,0.5,0.5,3,0,23.8,36880
1,2015-01-08 22:46:27,2015-01-08 23:15:28,1,14.1,-73.9687805175781,40.7585144042969,1,N,-74.0343170166016,40.6227607727051,1,40.5,0.5,0.5,7,5.33,54.13,37874363
1,2015-01-08 22:46:27,2015-01-08 23:14:05,1,16.6,-74.0056838989258,40.7506484985352,5,N,-74.2140121459961,40.815601348877,1,80,0,0,12,9.75,102.05,459479765
2,2015-01-08 22:46:28,2015-01-08 23:01:01,1,3.37,-73.9149322509766,40.7536773681641,1,N,-73.8662796020508,40.7469367980957,1,14,0.5,0.5,0,0,15.3,84871
2,2015-01-08 22:46:28,2015-01-08 23:13:02,1,9.4,-73.9692764282227,40.800350189209,1,N,-74.012565612793,40.7040214538574,1,30.5,0.5,0.5,7.75,0,39.55,859
2,2015-01-08 22:46:29,2015-01-08 23:08:55,2,5.65,-73.9963684082031,40.7469100952148,1,N,-73.9301986694336,40.767505645752,1,20.5,0.5,0.5,4.2,0,26,5017
2,2015-01-08 22:46:29,2015-01-08 23:00:03,1,3.9,-73.9857940673828,40.7412567138672,1,N,-73.9602355957031,40.7109527587891,2,14,0.5,0.5,0,0,15.3,5344877
1,2015-01-08 22:46:30,2015-01-08 22:49:45,1,0.8,-73.9831237792969,40.7419662475586,1,N,-73.9848403930664,40.7322273254395,1,5,0.5,0.5,1.25,0,7.55,3345481
2,2015-01-08 22:46:31,2015-01-08 22:59:44,1,2.48,-73.9812927246094,40.737117767334,1,N,-73.9867324829102,40.7613410949707,2,11.5,0.5,0.5,0,0,12.8,893950
2,2015-01-08 22:46:31,2015-01-08 23:07:17,1,4.83,-73.9540481567383,40.7747268676758,1,N,-74.0028228759766,40.7319145202637,1,17.5,0.5,0.5,1.2,0,20,36881
2,2015-01-08 22:46:32,2015-01-08 22:53:33,1,1,-73.9939193725586,40.7353286743164,1,N,-74.0082092285156,40.7374000549316,1,6,0.5,0.5,1.95,0,9.25,37874364
2,2015-01-08 22:46:32,2015-01-08 22:52:27,1,1.11,-73.9748306274414,40.7518310546875,1,N,-73.9690170288086,40.7609786987305,2,6,0.5,0.5,0,0,7.3,459479766
1,2015-01-08 22:46:33,2015-01-08 22:54:38,1,3.5,-73.7887649536133,40.6473197937012,1,Y,-73.7939834594727,40.6672325134277,2,12,0.5,0.5,0,0,13.3,84872
1,2015-01-08 22:46:34,2015-01-08 23:02:17,1,7.6,-73.9906234741211,40.7612724304199,1,N,-73.9380874633789,40.850887298584,1,23,0.5,0.5,4.85,0,29.15,860
